id,first_name,last_name,email,gender,Hobbies & Interests,part_time_job,absence_days,extracurricular_activities,weekly_self_study_hours,career_aspiration,math_score,history_score,physics_score,chemistry_score,biology_score,english_score,Economics Score,geography_score,Computer Science Score,analytical thinking score,logical reasoning score,Psychology Score,preferred learning method,Recommended Stream
148,Matthew,Jackson,matthew.jackson.148@gslingacademy.com,male,Photography,FALSE,0,FALSE,34,Lawyer,92,90,65,79,96,87,71,74,60,84,68,26,Kinesthetic,Medical
149,Tanya,Nichols,tanya.nichols.149@gslingacademy.com,female,Cooking & Baking,FALSE,4,TRUE,22,Unknown,69,91,82,99,94,75,61,74,78,86,71,39,Auditory,Medical
150,Julie,Gray,julie.gray.150@gslingacademy.com,female,Gaming,TRUE,5,FALSE,4,Business Owner,76,72,72,65,82,71,85,93,16,23,89,39,Kinesthetic,Arts
151,Courtney,Perry,courtney.perry.151@gslingacademy.com,female,Writing & Blogging,FALSE,3,FALSE,3,Unknown,86,92,79,73,73,61,20,60,20,36,17,98,Auditory,Arts
152,Stephen,Rodriguez,stephen.rodriguez.152@gslingacademy.com,male,Sports,TRUE,10,FALSE,2,Business Owner,41,57,97,56,50,98,57,83,65,44,71,15,Kinesthetic,Arts
153,Elizabeth,Robinson,elizabeth.robinson.153@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,5,FALSE,18,Unknown,91,100,84,72,84,90,56,82,33,42,30,23,Kinesthetic,Arts
154,William,Graves,william.graves.154@gslingacademy.com,male,Writing & Blogging,FALSE,0,FALSE,8,Real Estate Developer,78,67,82,70,65,68,70,81,78,92,100,15,Visual,Technology
155,Nancy,Moore,nancy.moore.155@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,33,Software Engineer,89,73,85,84,73,81,64,98,31,35,83,65,Auditory,Arts
156,Matthew,Newman,matthew.newman.156@gslingacademy.com,male,Coding & Programming,FALSE,0,TRUE,13,Unknown,96,71,88,74,80,92,74,65,89,24,91,87,Reading/Writing,Technology
157,Anita,Moore,anita.moore.157@gslingacademy.com,female,Public Speaking & Debating,FALSE,0,TRUE,17,Unknown,66,99,85,90,76,64,40,95,50,90,98,65,Kinesthetic,Arts
158,Brian,Sanchez,brian.sanchez.158@gslingacademy.com,male,Painting & Drawing,TRUE,8,FALSE,1,Business Owner,97,54,62,66,58,69,18,96,68,59,95,84,Reading/Writing,Technology
159,Dennis,Phillips,dennis.phillips.159@gslingacademy.com,male,Cooking & Baking,TRUE,7,TRUE,3,Business Owner,49,64,97,61,62,72,29,65,100,73,77,88,Reading/Writing,Technology
160,Michael,Rivas,michael.rivas.160@gslingacademy.com,male,Cooking & Baking,TRUE,4,TRUE,33,Unknown,88,66,96,82,65,76,43,79,23,39,96,96,Reading/Writing,Medical
161,Ryan,Smith,ryan.smith.161@gslingacademy.com,male,Reading Books,FALSE,1,FALSE,12,Unknown,92,64,77,61,76,72,83,87,70,23,35,47,Reading/Writing,Technology
162,Anthony,Sullivan,anthony.sullivan.162@gslingacademy.com,male,Acting & Theatre,TRUE,3,FALSE,24,Construction Engineer,96,66,92,88,65,76,60,72,36,61,36,48,Reading/Writing,Technology
163,Troy,Shepherd,troy.shepherd.163@gslingacademy.com,male,Acting & Theatre,FALSE,4,FALSE,33,Construction Engineer,86,88,99,79,93,97,30,91,48,21,11,97,Kinesthetic,Arts
164,Nicholas,Clayton,nicholas.clayton.164@gslingacademy.com,male,Writing & Blogging,FALSE,1,TRUE,44,Doctor,86,100,100,96,95,97,23,93,87,82,21,45,Auditory,Arts
165,Denise,Schneider,denise.schneider.165@gslingacademy.com,female,Public Speaking & Debating,FALSE,1,FALSE,15,Teacher,88,72,96,60,90,80,83,88,10,87,89,14,Reading/Writing,Medical
166,Lisa,Silva,lisa.silva.166@gslingacademy.com,female,Painting & Drawing,FALSE,2,FALSE,5,Game Developer,92,81,99,98,77,80,31,73,69,67,91,75,Kinesthetic,Technology
167,Laura,Reilly,laura.reilly.167@gslingacademy.com,female,Public Speaking & Debating,TRUE,7,FALSE,5,Business Owner,87,76,71,65,64,81,89,61,17,31,91,64,Reading/Writing,Arts
168,Amy,Peterson,amy.peterson.168@gslingacademy.com,female,Traveling,FALSE,5,FALSE,22,Unknown,89,94,67,68,69,92,20,76,36,84,61,65,Reading/Writing,Arts
169,Fernando,Sexton,fernando.sexton.169@gslingacademy.com,male,Photography,FALSE,1,FALSE,9,Unknown,97,96,66,96,71,97,33,66,47,67,69,28,Visual,Arts
170,Evan,Christian,evan.christian.170@gslingacademy.com,male,Painting & Drawing,FALSE,4,TRUE,34,Software Engineer,100,62,67,97,73,84,42,99,57,44,76,27,Visual,Technology
171,Rebecca,Norris,rebecca.norris.171@gslingacademy.com,female,Reading Books,FALSE,1,FALSE,34,Lawyer,91,98,76,99,65,98,11,71,23,47,49,38,Auditory,Arts
172,Erica,Marks,erica.marks.172@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,4,FALSE,25,Stock Investor,81,87,65,85,74,64,88,81,45,66,23,27,Kinesthetic,Arts
173,Rhonda,Webster,rhonda.webster.173@gslingacademy.com,female,Dance,FALSE,5,TRUE,31,Accountant,82,66,89,76,68,83,43,79,22,62,19,84,Kinesthetic,Arts
174,John,Bennett,john.bennett.174@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,33,Lawyer,100,96,75,68,77,97,48,81,68,94,37,96,Kinesthetic,Arts
175,Amanda,Murphy,amanda.murphy.175@gslingacademy.com,female,Sports,FALSE,10,TRUE,3,Business Owner,65,100,80,83,57,81,40,81,80,67,18,70,Reading/Writing,Arts
176,Jeremy,Barnes,jeremy.barnes.176@gslingacademy.com,male,Reading Books,FALSE,2,FALSE,20,Unknown,68,100,89,75,84,78,71,90,98,21,55,92,Reading/Writing,Arts
177,John,Brown,john.brown.177@gslingacademy.com,male,Traveling,FALSE,3,FALSE,15,Accountant,97,92,95,75,95,90,17,83,35,14,91,97,Visual,Arts
178,Traci,Boyd,traci.boyd.178@gslingacademy.com,female,Cooking & Baking,FALSE,3,FALSE,26,Banker,76,94,77,88,85,91,57,61,40,67,79,75,Auditory,Medical
179,Elizabeth,Butler,elizabeth.butler.179@gslingacademy.com,female,Photography,FALSE,5,FALSE,35,Software Engineer,91,99,94,94,95,98,33,89,73,82,73,27,Visual,Medical
180,Alex,Clark,alex.clark.180@gslingacademy.com,male,Dance,FALSE,4,FALSE,12,Construction Engineer,85,73,89,73,97,66,40,79,77,87,63,15,Visual,Medical
181,Christopher,Wolfe,christopher.wolfe.181@gslingacademy.com,male,Gaming,FALSE,2,TRUE,5,Unknown,68,69,86,87,72,80,39,93,51,29,57,28,Auditory,Technology
182,Jason,Bell,jason.bell.182@gslingacademy.com,male,Cooking & Baking,FALSE,1,FALSE,31,Lawyer,73,99,75,70,100,86,60,62,65,44,44,37,Visual,Medical
183,Victoria,Donaldson,victoria.donaldson.183@gslingacademy.com,female,Music,FALSE,3,TRUE,28,Unknown,65,90,75,96,91,93,33,85,66,29,42,44,Auditory,Arts
184,Logan,Cox,logan.cox.184@gslingacademy.com,male,Gaming,FALSE,8,TRUE,5,Business Owner,46,79,75,86,91,88,35,77,82,23,70,83,Auditory,Medical
185,Rachel,Hill,rachel.hill.185@gslingacademy.com,female,Gaming,FALSE,1,FALSE,33,Software Engineer,92,84,85,77,81,69,39,95,72,36,34,88,Kinesthetic,Technology
186,Jenny,Lloyd,jenny.lloyd.186@gslingacademy.com,female,Coding & Programming,FALSE,3,FALSE,2,Artist,69,78,69,70,100,88,54,85,30,84,16,20,Auditory,Medical
187,Joan,Cohen,joan.cohen.187@gslingacademy.com,female,Gaming,FALSE,5,TRUE,9,Real Estate Developer,78,99,64,99,65,84,44,80,87,28,63,53,Kinesthetic,Technology
188,Kimberly,Lopez,kimberly.lopez.188@gslingacademy.com,female,Coding & Programming,TRUE,2,TRUE,0,Business Owner,92,62,86,97,54,76,50,76,15,83,88,16,Auditory,Medical
189,Steven,Walker,steven.walker.189@gslingacademy.com,male,Music,FALSE,5,FALSE,26,Unknown,70,77,91,96,100,89,37,67,52,80,88,67,Visual,Medical
190,Sonia,Bowers,sonia.bowers.190@gslingacademy.com,female,Public Speaking & Debating,FALSE,5,FALSE,30,Scientist,95,79,98,95,89,99,12,87,14,27,10,34,Kinesthetic,Medical
191,Penny,Perez,penny.perez.191@gslingacademy.com,female,Coding & Programming,FALSE,7,FALSE,1,Game Developer,99,82,93,83,92,90,51,60,25,52,67,26,Kinesthetic,Medical
192,Mike,Harris,mike.harris.192@gslingacademy.com,male,Volunteering & Social Work,FALSE,1,TRUE,26,Software Engineer,96,66,79,80,88,61,79,85,79,49,93,61,Kinesthetic,Technology
193,Vanessa,Sweeney,vanessa.sweeney.193@gslingacademy.com,female,Public Speaking & Debating,FALSE,2,FALSE,2,Game Developer,85,90,85,74,96,71,39,80,65,26,64,99,Kinesthetic,Medical
194,Adam,Edwards,adam.edwards.194@gslingacademy.com,male,Public Speaking & Debating,FALSE,5,FALSE,9,Stock Investor,91,94,82,100,68,66,78,69,63,34,77,88,Auditory,Technology
195,Angelica,Johnson,angelica.johnson.195@gslingacademy.com,female,Acting & Theatre,FALSE,2,FALSE,30,Scientist,85,64,93,80,82,70,68,94,45,27,30,65,Auditory,Arts
196,Tiffany,Hernandez,tiffany.hernandez.196@gslingacademy.com,female,Painting & Drawing,FALSE,3,FALSE,24,Stock Investor,94,73,61,68,65,85,37,67,83,31,31,74,Kinesthetic,Technology
197,Mark,Myers,mark.myers.197@gslingacademy.com,male,Sports,FALSE,4,FALSE,21,Software Engineer,95,69,62,87,84,83,89,64,14,70,56,23,Reading/Writing,Medical
198,Erica,Cochran,erica.cochran.198@gslingacademy.com,female,Coding & Programming,FALSE,2,FALSE,14,Teacher,69,90,83,70,83,91,75,67,35,34,12,50,Reading/Writing,Medical
199,Karen,Watson,karen.watson.199@gslingacademy.com,female,Acting & Theatre,FALSE,1,FALSE,24,Software Engineer,95,72,94,96,91,61,19,94,48,73,45,28,Auditory,Medical
200,Kathryn,Frazier,kathryn.frazier.200@gslingacademy.com,female,Gaming,FALSE,3,FALSE,34,Lawyer,94,88,65,88,60,81,22,78,98,65,70,51,Reading/Writing,Technology
201,Anthony,Jackson,anthony.jackson.201@gslingacademy.com,male,Acting & Theatre,FALSE,1,TRUE,34,Accountant,82,81,100,81,60,79,55,96,94,75,15,66,Auditory,Arts
202,Jordan,Perez,jordan.perez.202@gslingacademy.com,male,Writing & Blogging,FALSE,6,TRUE,27,Software Engineer,99,73,91,91,93,80,33,100,40,65,73,79,Auditory,Arts
203,Jennifer,Burgess,jennifer.burgess.203@gslingacademy.com,female,Photography,FALSE,3,FALSE,16,Accountant,85,62,84,80,37,80,46,71,66,90,62,58,Visual,Technology
204,Christina,Davis,christina.davis.204@gslingacademy.com,female,Music,FALSE,1,TRUE,21,Accountant,100,87,60,92,46,67,40,96,31,90,100,48,Kinesthetic,Arts
205,April,Ryan,april.ryan.205@gslingacademy.com,female,Acting & Theatre,FALSE,1,FALSE,1,Artist,98,95,90,81,82,86,91,98,50,35,61,26,Reading/Writing,Arts
206,Maxwell,Davis,maxwell.davis.206@gslingacademy.com,male,Reading Books,FALSE,3,FALSE,17,Software Engineer,97,78,81,67,90,95,87,79,39,86,95,97,Visual,Arts
207,Matthew,Guzman,matthew.guzman.207@gslingacademy.com,male,Gaming,FALSE,5,FALSE,0,Unknown,99,86,68,94,97,77,66,92,85,27,82,34,Auditory,Technology
208,Robert,Mayer,robert.mayer.208@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,TRUE,12,Accountant,99,73,77,74,62,68,51,99,30,53,93,69,Kinesthetic,Arts
209,Amanda,Willis,amanda.willis.209@gslingacademy.com,female,Acting & Theatre,FALSE,2,FALSE,22,Banker,75,83,70,71,86,95,50,76,24,37,98,52,Auditory,Arts
210,Michele,Thomas,michele.thomas.210@gslingacademy.com,female,Acting & Theatre,FALSE,1,TRUE,14,Teacher,63,80,99,78,60,84,72,86,97,47,47,47,Visual,Arts
211,Tim,Turner,tim.turner.211@gslingacademy.com,male,Gaming,FALSE,0,FALSE,41,Doctor,96,88,90,100,94,87,15,96,61,27,88,99,Auditory,Technology
212,Joe,Strickland,joe.strickland.212@gslingacademy.com,male,Cooking & Baking,FALSE,4,FALSE,32,Construction Engineer,91,73,86,73,84,60,39,71,33,86,83,26,Reading/Writing,Medical
213,Trevor,Cruz,trevor.cruz.213@gslingacademy.com,male,Writing & Blogging,TRUE,1,FALSE,4,Business Owner,52,58,60,97,93,89,52,68,54,93,100,11,Reading/Writing,Medical
214,Melissa,Roberts,melissa.roberts.214@gslingacademy.com,female,Writing & Blogging,FALSE,1,FALSE,22,Doctor,99,71,80,82,95,64,27,64,46,90,24,45,Reading/Writing,Medical
215,Tammy,Miller,tammy.miller.215@gslingacademy.com,female,Gaming,FALSE,3,FALSE,17,Banker,84,62,92,74,73,98,88,91,89,82,48,17,Reading/Writing,Technology
216,Chad,Morgan,chad.morgan.216@gslingacademy.com,male,Painting & Drawing,FALSE,2,FALSE,2,Artist,100,90,82,79,94,83,57,78,39,19,16,11,Visual,Medical
217,Samantha,Maldonado,samantha.maldonado.217@gslingacademy.com,female,Public Speaking & Debating,FALSE,4,FALSE,33,Banker,82,71,93,90,90,76,98,97,44,29,87,97,Reading/Writing,Medical
218,Marie,Martin,marie.martin.218@gslingacademy.com,female,Gaming,FALSE,5,FALSE,29,Banker,75,88,65,80,76,94,10,97,87,82,55,13,Visual,Technology
219,Theresa,Tucker,theresa.tucker.219@gslingacademy.com,female,Painting & Drawing,TRUE,1,FALSE,27,Unknown,66,71,94,72,96,70,62,63,71,38,100,41,Kinesthetic,Medical
220,Joseph,Morris,joseph.morris.220@gslingacademy.com,male,Volunteering & Social Work,FALSE,6,TRUE,34,Banker,99,88,72,76,68,92,31,72,27,76,91,23,Reading/Writing,Arts
221,Charles,Parker,charles.parker.221@gslingacademy.com,male,Writing & Blogging,FALSE,3,FALSE,2,Real Estate Developer,99,76,94,88,75,66,36,84,75,10,25,27,Reading/Writing,Technology
222,Rachel,Alvarez,rachel.alvarez.222@gslingacademy.com,female,Sports,FALSE,3,FALSE,22,Software Engineer,95,87,79,95,84,90,97,74,88,36,90,15,Kinesthetic,Technology
223,Charles,Robertson,charles.robertson.223@gslingacademy.com,male,Dance,FALSE,7,FALSE,33,Software Engineer,99,61,75,68,66,90,95,99,25,27,83,26,Kinesthetic,Arts
224,Steven,York,steven.york.224@gslingacademy.com,male,Reading Books,FALSE,5,FALSE,17,Designer,65,72,96,69,78,93,23,72,19,69,92,93,Kinesthetic,Medical
225,Robert,Dougherty,robert.dougherty.225@gslingacademy.com,male,Gaming,FALSE,7,FALSE,4,Business Owner,85,55,74,71,66,50,91,99,34,56,53,85,Visual,Technology
226,Vanessa,Wheeler,vanessa.wheeler.226@gslingacademy.com,female,Writing & Blogging,FALSE,7,TRUE,3,Business Owner,69,78,57,72,71,96,85,87,56,21,87,57,Kinesthetic,Arts
227,Emily,Mcclure,emily.mcclure.227@gslingacademy.com,female,Dance,FALSE,7,FALSE,3,Business Owner,75,76,88,65,97,83,81,85,97,68,23,78,Auditory,Arts
228,Angela,Thomas,angela.thomas.228@gslingacademy.com,female,Reading Books,FALSE,7,TRUE,17,Software Engineer,91,78,72,69,77,91,46,96,62,56,70,74,Kinesthetic,Arts
229,Roberto,Evans,roberto.evans.229@gslingacademy.com,male,Reading Books,FALSE,3,FALSE,6,Real Estate Developer,92,95,61,98,89,85,30,80,99,86,65,20,Kinesthetic,Medical
230,Christopher,Perez,christopher.perez.230@gslingacademy.com,male,Music,FALSE,7,FALSE,9,Unknown,62,64,65,86,67,94,11,68,80,60,32,32,Visual,Arts
231,William,Torres,william.torres.231@gslingacademy.com,male,Coding & Programming,TRUE,2,FALSE,35,Software Engineer,87,91,98,94,100,87,40,89,88,24,38,42,Reading/Writing,Medical
232,Lisa,Gardner,lisa.gardner.232@gslingacademy.com,female,Gaming,FALSE,3,FALSE,17,Software Engineer,97,88,87,61,86,92,35,94,55,16,58,77,Kinesthetic,Technology
233,Catherine,Owens,catherine.owens.233@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,1,FALSE,7,Government Officer,97,92,79,88,92,99,59,85,54,25,79,39,Kinesthetic,Medical
234,Keith,Summers,keith.summers.234@gslingacademy.com,male,Writing & Blogging,FALSE,5,FALSE,16,Designer,98,88,92,84,90,90,42,71,20,40,58,21,Kinesthetic,Medical
235,Linda,Adams,linda.adams.235@gslingacademy.com,female,Writing & Blogging,FALSE,1,FALSE,20,Software Engineer,96,67,88,95,82,75,43,84,69,28,68,91,Reading/Writing,Technology
236,Michael,Wright,michael.wright.236@gslingacademy.com,male,Public Speaking & Debating,TRUE,7,FALSE,0,Business Owner,98,89,81,56,72,74,29,94,12,22,19,11,Auditory,Arts
237,Kyle,James,kyle.james.237@gslingacademy.com,male,Cooking & Baking,FALSE,2,FALSE,27,Lawyer,87,82,95,81,85,84,98,73,90,85,65,91,Reading/Writing,Technology
238,Christopher,Cook,christopher.cook.238@gslingacademy.com,male,Writing & Blogging,FALSE,0,FALSE,24,Construction Engineer,96,80,86,94,63,72,61,75,34,69,62,47,Kinesthetic,Arts
239,John,Conley,john.conley.239@gslingacademy.com,male,Traveling,FALSE,2,FALSE,30,Unknown,82,74,77,95,81,76,40,91,36,60,100,72,Visual,Medical
240,David,Barnett,david.barnett.240@gslingacademy.com,male,Volunteering & Social Work,FALSE,6,FALSE,20,Software Engineer,100,72,99,64,70,93,37,67,42,73,31,51,Auditory,Technology
241,Peter,Garner,peter.garner.241@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,0,FALSE,27,Software Engineer,91,81,91,76,100,92,73,87,39,81,19,60,Kinesthetic,Medical
242,Douglas,Stewart,douglas.stewart.242@gslingacademy.com,male,Gaming,FALSE,6,FALSE,2,Business Owner,87,62,85,64,63,61,61,85,78,16,36,93,Reading/Writing,Technology
243,Heidi,Jones,heidi.jones.243@gslingacademy.com,female,Traveling,FALSE,6,FALSE,16,Banker,75,95,84,87,78,82,30,86,19,20,96,27,Reading/Writing,Arts
244,Jeremy,Daniels,jeremy.daniels.244@gslingacademy.com,male,Sports,TRUE,1,FALSE,27,Banker,86,78,61,71,94,92,66,65,12,58,72,36,Kinesthetic,Medical
245,Dustin,Dodson,dustin.dodson.245@gslingacademy.com,male,Dance,FALSE,4,TRUE,24,Accountant,94,62,97,96,74,68,43,69,32,68,48,32,Visual,Medical
246,Christopher,Cohen,christopher.cohen.246@gslingacademy.com,male,Coding & Programming,FALSE,4,FALSE,23,Accountant,99,64,92,78,30,78,96,88,56,23,93,77,Reading/Writing,Technology
247,Willie,Ellis,willie.ellis.247@gslingacademy.com,male,Writing & Blogging,FALSE,1,FALSE,15,Government Officer,84,91,94,66,78,71,74,93,14,40,82,86,Kinesthetic,Arts
248,Robert,Hawkins,robert.hawkins.248@gslingacademy.com,male,Dance,FALSE,3,FALSE,25,Stock Investor,92,81,68,96,99,92,100,79,59,89,46,43,Reading/Writing,Medical
249,Stacy,Jordan,stacy.jordan.249@gslingacademy.com,female,Reading Books,FALSE,2,FALSE,32,Software Engineer,95,84,95,72,62,80,53,83,88,29,93,72,Reading/Writing,Technology
250,Robert,Swanson,robert.swanson.250@gslingacademy.com,male,Painting & Drawing,FALSE,3,FALSE,35,Lawyer,90,88,94,99,92,87,67,97,67,94,47,50,Visual,Medical
251,Holly,Henderson,holly.henderson.251@gslingacademy.com,female,Public Speaking & Debating,FALSE,3,FALSE,3,Artist,93,100,87,66,85,96,90,87,21,48,54,42,Auditory,Arts
252,Debra,Valdez,debra.valdez.252@gslingacademy.com,female,Music,FALSE,1,FALSE,28,Designer,69,63,88,73,83,74,17,94,77,19,18,47,Auditory,Arts
253,Vincent,Robertson,vincent.robertson.253@gslingacademy.com,male,Volunteering & Social Work,FALSE,1,FALSE,3,Game Developer,97,80,80,65,91,67,91,84,28,16,100,25,Kinesthetic,Medical
254,Karen,Spencer,karen.spencer.254@gslingacademy.com,female,Dance,FALSE,0,FALSE,21,Accountant,76,72,80,92,41,90,95,78,49,54,55,67,Auditory,Arts
255,Nathan,Riley,nathan.riley.255@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,3,FALSE,35,Unknown,85,85,92,86,99,86,78,93,44,88,68,17,Kinesthetic,Medical
256,Andrea,Sutton,andrea.sutton.256@gslingacademy.com,female,Music,FALSE,7,TRUE,35,Software Engineer,91,87,89,97,93,87,32,100,27,91,43,61,Auditory,Arts
257,Tracey,Turner,tracey.turner.257@gslingacademy.com,female,Entrepreneurship & Startups,FALSE,7,TRUE,14,Accountant,82,95,92,62,73,75,10,93,14,13,44,23,Kinesthetic,Arts
258,Tammy,Olsen,tammy.olsen.258@gslingacademy.com,female,Gaming,TRUE,7,FALSE,1,Business Owner,59,56,87,97,62,74,94,61,17,10,81,26,Kinesthetic,Medical
259,Sheila,Wilkinson,sheila.wilkinson.259@gslingacademy.com,female,Volunteering & Social Work,FALSE,9,TRUE,0,Business Owner,78,71,73,51,80,84,58,65,97,48,29,15,Kinesthetic,Technology
260,Nathan,Padilla,nathan.padilla.260@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,2,FALSE,12,Construction Engineer,89,65,82,65,76,95,76,62,100,16,75,46,Auditory,Technology
261,Sarah,Santiago,sarah.santiago.261@gslingacademy.com,female,Volunteering & Social Work,FALSE,3,FALSE,35,Software Engineer,86,91,92,96,90,96,96,90,93,43,25,72,Reading/Writing,Medical
262,Christopher,Cruz,christopher.cruz.262@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,4,FALSE,2,Artist,76,93,65,95,76,88,100,88,53,83,51,55,Kinesthetic,Arts
263,Nicholas,Sanders,nicholas.sanders.263@gslingacademy.com,male,Cooking & Baking,TRUE,2,FALSE,16,Unknown,79,68,63,72,81,67,38,67,20,80,93,51,Reading/Writing,Medical
264,Jessica,Waters,jessica.waters.264@gslingacademy.com,female,Music,FALSE,3,FALSE,31,Lawyer,91,96,77,76,80,97,90,80,60,66,100,23,Reading/Writing,Arts
265,James,Miller,james.miller.265@gslingacademy.com,male,Coding & Programming,FALSE,5,FALSE,4,Business Owner,89,66,80,77,60,88,27,74,98,91,10,66,Kinesthetic,Technology
266,Adam,Kane,adam.kane.266@gslingacademy.com,male,Photography,FALSE,3,FALSE,19,Unknown,97,94,81,97,79,86,78,63,19,47,20,60,Auditory,Medical
267,Patricia,Gonzalez,patricia.gonzalez.267@gslingacademy.com,female,Gaming,FALSE,3,TRUE,15,Banker,100,86,74,96,80,99,58,76,88,63,79,33,Auditory,Technology
268,Whitney,Holmes,whitney.holmes.268@gslingacademy.com,female,Coding & Programming,FALSE,1,FALSE,30,Doctor,96,68,87,96,91,68,17,65,51,44,22,89,Kinesthetic,Medical
269,Rachel,Hamilton,rachel.hamilton.269@gslingacademy.com,female,Coding & Programming,FALSE,7,FALSE,17,Banker,94,64,100,71,84,92,42,99,88,70,68,60,Kinesthetic,Technology
270,Melissa,Marshall,melissa.marshall.270@gslingacademy.com,female,Sports,FALSE,2,FALSE,23,Software Engineer,98,68,80,75,80,81,10,60,87,33,69,99,Kinesthetic,Technology
271,Jacob,Henderson,jacob.henderson.271@gslingacademy.com,male,Public Speaking & Debating,FALSE,1,FALSE,3,Business Owner,53,71,98,95,94,71,32,77,91,38,61,81,Reading/Writing,Medical
272,Melissa,Huerta,melissa.huerta.272@gslingacademy.com,female,Volunteering & Social Work,FALSE,7,FALSE,4,Business Owner,44,64,58,66,87,62,35,68,70,46,52,23,Auditory,Medical
273,Kevin,Camacho,kevin.camacho.273@gslingacademy.com,male,Entrepreneurship & Startups,FALSE,0,FALSE,25,Unknown,85,70,73,95,100,70,49,94,97,58,32,13,Auditory,Medical
274,Anthony,Martinez,anthony.martinez.274@gslingacademy.com,male,Reading Books,TRUE,10,FALSE,1,Business Owner,51,91,67,79,58,52,63,75,13,64,50,12,Visual,Arts
275,Randy,Rodriguez,randy.rodriguez.275@gslingacademy.com,male,Dance,FALSE,1,FALSE,24,Lawyer,90,89,82,74,67,92,16,82,53,28,14,38,Visual,Arts
276,Patrick,Vazquez,patrick.vazquez.276@gslingacademy.com,male,Gaming,FALSE,1,FALSE,15,Software Engineer,100,92,90,66,73,68,30,70,15,61,13,18,Reading/Writing,Technology
277,Kim,Flores,kim.flores.277@gslingacademy.com,female,Painting & Drawing,TRUE,7,FALSE,1,Business Owner,95,73,61,91,84,92,68,94,68,73,63,90,Kinesthetic,Arts
278,Robert,Salazar,robert.salazar.278@gslingacademy.com,male,Gaming,FALSE,1,TRUE,33,Lawyer,76,81,96,74,75,80,86,98,28,20,18,99,Visual,Arts
